Id,Label
Ganos,Ganos
Lysimachia,Lysimachia
Pactye,Pactye
Cardia,Cardia
Tiristasis,Tiristasis
Crithotes,Crithotes
Cissa,Cissa
Aegos,Aegos
Resistos,Resistos
Parium,Parium
Sestos,Sestos
Lampsacus,Lampsacus
Mastusia,Mastusia
Cynossema,Cynossema
Elaeus,Elaeus
Tenos,Tenos
Myrtos,Myrtos
Geraistos,Geraistos
Carystus,Carystus
Myconos,Myconos
Cassiope,Cassiope
Scheria,Scheria
Paxos,Paxos
Ptychia,Ptychia
Phalacrum,Phalacrum
Sybota,Sybota
Taphiae,Taphiae
Taphias,Taphias
Cephallenia,Cephallenia
Zacynthus,Zacynthus
Ithaca,Ithaca
Dulichium,Dulichium
Same,Same
Elatus,Elatus
Asteris,Asteris
Prote,Prote
Strophades,Strophades
Sphagiae,Sphagiae
Oinussae,Oinussae
Thyrides,Thyrides
Theganusa,Theganusa
Cythera,Cythera
Pityusa,Pityusa
Aperopia,Aperopia
Aristera,Aristera
Calauria,Calauria
Plateis,Plateis
Belbina,Belbina
Cecryphalos,Cecryphalos
Pityonesos,Pityonesos
Aigina,Aigina
Oinone,Oinone
Aspis,Aspis
Aegila,Aegila
Phalasarna,Phalasarna
Sammonium,Sammonium
Criumetopon,Criumetopon
Cyrene,Cyrene
Etaea,Etaea
Cisamon,Cisamon
Pergamum,Pergamum
Cydonia,Cydonia
Minoium,Minoium
Apteron,Apteron
Pantomatrium,Pantomatrium
Amphimalla,Amphimalla
Rhithymna,Rhithymna
Miletos,Miletos
Ampelos,Ampelos
Hierapytna,Hierapytna
Lebena,Lebena
Cnossus,Cnossus
Polyrrenium,Polyrrenium
Lycastus,Lycastus
Lyctus,Lyctus
Pyloros,Pyloros
Rhytion,Rhytion
Lasos,Lasos
Eleuthernae,Eleuthernae
Tylisos,Tylisos
Cadistus,Cadistus
Corycus,Corycus
Phycus,Phycus
Carpathus,Carpathus
Corycae,Corycae
Budroae,Budroae
Dia,Dia
Itanum,Itanum
Leuce,Leuce
Chrysa,Chrysa
Gaudos,Gaudos
Psyttalia,Psyttalia
Helene,Helene
Cea,Cea
Iulis,Iulis
Carthaea,Carthaea
Coresus,Coresus
Poeeessa,Poeeessa
Caphareus,Caphareus
Kenaion,Kenaion
Nesos,Nesos
Cerinthos,Cerinthos
Oreus,Oreus
Aedepsus,Aedepsus
Ocha,Ocha
Eretria,Eretria
Artemisium,Artemisium
Lelantos,Lelantos
Siphnos,Siphnos
Seriphos,Seriphos
Prepesinthus,Prepesinthus
Cythnos,Cythnos
Cynthus,Cynthus
Rhene,Rhene
Scyros,Scyros
Oliaros,Oliaros
Paros,Paros
Phacussa,Phacussa
Nicasia,Nicasia
Schinussa,Schinussa
Pholegandros,Pholegandros
Icaros,Icaros
Ios,Ios
tomb,tomb
Gyara,Gyara
Syrnos,Syrnos
Telos,Telos
Donusa,Donusa
Patmos,Patmos
Corassiae,Corassiae
Lebinthus,Lebinthus
Leros,Leros
Cinara,Cinara
Sicinus,Sicinus
Hieracia,Hieracia
Casos,Casos
Cimolus,Cimolus
Amorgos,Amorgos
Polyaegos,Polyaegos
Lea,Lea
Ascania,Ascania
Hippuris,Hippuris
Platea,Platea
Caminia,Caminia
Tragaea,Tragaea
Pharmacussa,Pharmacussa
Chalcia,Chalcia
Calymna,Calymna
Coos,Coos
Eulimna,Eulimna
Casus,Casus
Petaliae,Petaliae
Myrtoan Sea,Myrtoan Sea
Gulf of Pagasa,Gulf of Pagasa
Euthia,Euthia
Cicynethus,Cicynethus
Scandila,Scandila
Gulf of Thermae,Gulf of Thermae
Eudemia,Eudemia
Peparethus,Peparethus
Sciathus,Sciathus
Imbros,Imbros
Hephaestia,Hephaestia
Myrina,Myrina
Thasos,Thasos
Samothrace,Samothrace
Dardania,Dardania
Halonnesos,Halonnesos
Lamponia,Lamponia
Alopeconnesus,Alopeconnesus
Arconnesus,Arconnesus
Mesate,Mesate
Priapus,Priapus
Cimmerian Bosporus,Cimmerian Bosporus
Borysthenes,Borysthenes
Panticapaion,Panticapaion
Riphaean,Riphaean
Istropolis,Istropolis
Rauricum,Rauricum
Peuce,Peuce
Halmyris,Halmyris
Hercynian Forest,Hercynian Forest
Carnuntum,Carnuntum
Sarmatia,Sarmatia
Tyra,Tyra
Olbiopolis,Olbiopolis
island of Achilles,island of Achilles
Achilleos Dromos,Achilleos Dromos
Panticapes,Panticapes
Acesinus,Acesinus
Olbia,Olbia
Hypanis,Hypanis
Taphrae,Taphrae
Theodosia,Theodosia
Myrmecium,Myrmecium
Cyanaean,Cyanaean
Capitoline,Capitoline
Dead Sea,Dead Sea
Rhaetia,Rhaetia
Rhine,Rhine
Albis,Albis
Visurgis,Visurgis
Amisius,Amisius
Mosa,Mosa
Britannia,Britannia
Gesoriacum,Gesoriacum
Hibernia,Hibernia
Orcades,Orcades
Mona,Mona
Vectis,Vectis
Sequana,Sequana
Garumna,Garumna
promontory,promontory
Pyrenaean,Pyrenaean
Equestris,Equestris
Rauriaca,Rauriaca
Colonia Agrippinensis,Colonia Agrippinensis
Ligeris,Ligeris
Lugdunum,Lugdunum
Aquitanica,Aquitanica
Uliarus,Uliarus
Corticata,Corticata
Augusta,Augusta
Gallaecia,Gallaecia
Durius,Durius
Numantia,Numantia
Talabrica,Talabrica
Aeminium,Aeminium
Conimbrica,Conimbrica
Collippo,Collippo
Eburobritium,Eburobritium
Olisipo,Olisipo
Salacia,Salacia
Merobrica,Merobrica
Ossonoba,Ossonoba
Balsa,Balsa
Myrtili,Myrtili
Scalabis,Scalabis
Augusta Emerita,Augusta Emerita
Metallinum,Metallinum
Pax,Pax
Norba,Norba
Castra Caecilia,Castra Caecilia
Julia Gaditana,Julia Gaditana
Cotinusa,Cotinusa
Libya,Libya
Pillars of Hercules,Pillars of Hercules
Tingi,Tingi
Belon,Belon
Lixos,Lixos
Banasa,Banasa
Volubilis,Volubilis
Iol,Iol
Numidia,Numidia
Rusicade,Rusicade
Cirta,Cirta
Sicca,Sicca
Bulla Regia,Bulla Regia
Hippo Regius,Hippo Regius
Promontory of Mercury,Promontory of Mercury
Hippo Dirutus,Hippo Dirutus
Clypea,Clypea
Byzacium,Byzacium
Leptis,Leptis
Adrumetum,Adrumetum
Ruspina,Ruspina
Thapsus,Thapsus
Sabrata,Sabrata
Syrtis,Syrtis
Aethiopia,Aethiopia
Cinyps,Cinyps
Abrotonum,Abrotonum
Altars of the Philaeni,Altars of the Philaeni
Acholla,Acholla
Zama,Zama
oracle of Hammon,oracle of Hammon
Arsinoe,Arsinoe
Teuchira,Teuchira
Barce,Barce
Catabathmos,Catabathmos
Paraetonium,Paraetonium
Greater Syrtis,Greater Syrtis
Oea,Oea
Mareotis,Mareotis
Mareotoe,Mareotoe
Apis,Apis
Canopus,Canopus
Meninx,Meninx
Cercina,Cercina
Aegimuri,Aegimuri
Thebais,Thebais
Tentyrites,Tentyrites
Antaeopolites,Antaeopolites
Pelusium,Pelusium
oracle,oracle
Moeris,Moeris
Cataract,Cataract
Philae,Philae
Elephantis,Elephantis
City of Apollo,City of Apollo
Leucothea,Leucothea
Coptos,Coptos
city of Venus,city of Venus
city of Jupiter,city of Jupiter
Tentyris,Tentyris
Abydus,Abydus
Panopolis,Panopolis
Lycon,Lycon
city of Mercury,city of Mercury
Alabastron,Alabastron
city of Dogs,city of Dogs
city of Hercules,city of Hercules
Pyramids,Pyramids
Labyrinth,Labyrinth
City of the Sun,City of the Sun
Mendes,Mendes
Tanis,Tanis
Butos,Butos
Pharbaethos,Pharbaethos
Leontopolis,Leontopolis
Athribis,Athribis
Isis,Isis
Busiris,Busiris
Cynopolis,Cynopolis
Aphrodites,Aphrodites
Sais,Sais
Naucratis,Naucratis
Casius,Casius
Gaza,Gaza
Palaestina,Palaestina
Judaea,Judaea
Coele Syria,Coele Syria
Phoenice,Phoenice
Sophene,Sophene
Comagene,Comagene
Adiabene,Adiabene
Cilicia,Cilicia
Seleucia Pieria,Seleucia Pieria
Zeugma,Zeugma
Idumaea,Idumaea
Ostracine,Ostracine
Sirbonian,Sirbonian
Rhinocolura,Rhinocolura
Rhaphea,Rhaphea
Samaria,Samaria
Ascalon,Ascalon
Azotus,Azotus
Iamniae,Iamniae
Joppe,Joppe
Sebaste,Sebaste
Gamala,Gamala
Galilaea,Galilaea
Jordanes,Jordanes
Hiericus,Hiericus
Emmaus,Emmaus
Lydda,Lydda
Hierosolyma,Hierosolyma
Herodium,Herodium
Asphaltites,Asphaltites
Julias,Julias
Tarichea,Tarichea
Tiberias,Tiberias
Machaerus,Machaerus
Masada,Masada
Damascus,Damascus
Philadelphia,Philadelphia
Scythopolis,Scythopolis
Nysa,Nysa
Gadara,Gadara
Dion,Dion
Trachonitis,Trachonitis
Abila,Abila
Dorum,Dorum
Sycaminon,Sycaminon
Ace,Ace
Tyre,Tyre
Sarepta,Sarepta
Sidon,Sidon
Libanus,Libanus
Antilibanus,Antilibanus
Berytus,Berytus
Byblos,Byblos
Botrys,Botrys
Trieris,Trieris
Tripolis,Tripolis
Orthosia,Orthosia
Eleutheros,Eleutheros
Marathos,Marathos
Arados,Arados
Balanea,Balanea
Paltos,Paltos
Gabale,Gabale
Laodicea,Laodicea
Posidium,Posidium
Antiochia,Antiochia
Heliopolis,Heliopolis
Rhosos,Rhosos
Gates of Syria,Gates of Syria
Myriandros,Myriandros
Amanus,Amanus
Apamea,Apamea
Cyrrhum,Cyrrhum
Pagrae,Pagrae
Seleucia,Seleucia
Melitene,Melitene
Edessa,Edessa
Carrhae,Carrhae
Nicephorium,Nicephorium
Thapsacus,Thapsacus
Palmyra,Palmyra
Petra,Petra
Emesa,Emesa
Sura,Sura
Gates,Gates
Gulf of Issos,Gulf of Issos
Aegae,Aegae
Pyramus,Pyramus
Gates of Cilicia,Gates of Cilicia
Mallos,Mallos
Magarsos,Magarsos
Tarsus,Tarsus
Anchiale,Anchiale
Cydnus,Cydnus
town,town
Soli,Soli
Adana,Adana
Cibyra,Cibyra
Iotape,Iotape
Calycadnus,Calycadnus
Holmoe,Holmoe
Anemurium,Anemurium
Coracesium,Coracesium
Anazarbus,Anazarbus
Castabala,Castabala
Epiphania,Epiphania
Eleusa,Eleusa
Iconium,Iconium
Holmia,Holmia
Pamphylia,Pamphylia
Isauria,Isauria
Isaura,Isaura
Sagalessos,Sagalessos
Lycaonia,Lycaonia
Philomelium,Philomelium
Galatia,Galatia
Arycanda,Arycanda
Side,Side
Aspendus,Aspendus
Perga,Perga
Eurymedon,Eurymedon
Lyrnesus,Lyrnesus
Chelidonium,Chelidonium
Pontus,Pontus
Imaus,Imaus
Emodos,Emodos
Gates of the Caspian,Gates of the Caspian
Simena,Simena
Gagae,Gagae
Corydalla,Corydalla
Rhodiopolis,Rhodiopolis
Limyra,Limyra
Andriaca,Andriaca
Myra,Myra
Aperrae,Aperrae
Antiphellos,Antiphellos
Phellos,Phellos
Sidyma,Sidyma
Cragus,Cragus
Pinara,Pinara
Telmessus,Telmessus
Candyba,Candyba
Podalia,Podalia
Choma,Choma
Cyaneae,Cyaneae
Lisa,Lisa
Tlos,Tlos
Telandrus,Telandrus
Oenianda,Oenianda
Balbura,Balbura
Bubon,Bubon
Phrygia,Phrygia
Ionia,Ionia
Aeolis,Aeolis
Daedala,Daedala
Crya,Crya
Calynda,Calynda
Caunos,Caunos
Pyrnos,Pyrnos
Cressa,Cressa
Loryma,Loryma
Tisanusa,Tisanusa
Thymnias,Thymnias
Hyda,Hyda
Cnidos,Cnidos
Triopia,Triopia
Stadia,Stadia
Synnas,Synnas
Celaenae,Celaenae
Hamaxitos,Hamaxitos
Euthene,Euthene
Theangela,Theangela
Uranium,Uranium
Pedasus,Pedasus
Telmissus,Telmissus
Ceramus,Ceramus
Iasus,Iasus
Myndos,Myndos
Palaeomyndos,Palaeomyndos
Caryanda,Caryanda
Termera,Termera
Bargyla,Bargyla
Mylasa,Mylasa
Eumenia,Eumenia
Orthosa,Orthosa
Tralles,Tralles
Eurome,Eurome
Amyzon,Amyzon
Alabanda,Alabanda
Stratonicea,Stratonicea
Mysia,Mysia
Maeonia,Maeonia
Sardes,Sardes
Tmolus,Tmolus
Pactolus,Pactolus
Iasos,Iasos
Posideum,Posideum
Branchidae,Branchidae
Didymaean,Didymaean
Latmus,Latmus
Myus,Myus
Priene,Priene
Phygela,Phygela
Marathesium,Marathesium
Thyatira,Thyatira
Ortygia,Ortygia
Smyrna,Smyrna
Ptelea,Ptelea
Cayster,Cayster
Halesus,Halesus
Notium,Notium
Mimas,Mimas
Clazomenae,Clazomenae
Hippi,Hippi
Sipylum,Sipylum
Meles,Meles
Hermus,Hermus
Dorylaion,Dorylaion
Temnos,Temnos
Phocaea,Phocaea
Aeolia,Aeolia
Troas,Troas
Larissa,Larissa
Cyme,Cyme
Neontichos,Neontichos
Titanus,Titanus
Grynia,Grynia
Elaea,Elaea
Caicus,Caicus
Canae,Canae
Atarnea,Atarnea
Carene,Carene
Cisthene,Cisthene
Cilla,Cilla
Theba,Theba
Astyre,Astyre
Palaescepsis,Palaescepsis
Gergitha,Gergitha
Neandros,Neandros
Perperene,Perperene
Coryphas,Coryphas
Scepsis,Scepsis
Lyrnesos,Lyrnesos
Adramytteos,Adramytteos
Gargara,Gargara
Antandros,Antandros
Palamedium,Palamedium
Lecton,Lecton
Polymedia,Polymedia
Colone,Colone
Adramyttium,Adramyttium
Rhyndacus,Rhyndacus
Hamaxitus,Hamaxitus
Cebrenia,Cebrenia
Nee,Nee
Scamander,Scamander
Simois,Simois
Granicus,Granicus
Scamandria,Scamandria
Rhoeteum,Rhoeteum
Dardanium,Dardanium
Arisbe,Arisbe
Achilleon,Achilleon
Teuthrania,Teuthrania
Pioniae,Pioniae
Cale,Cale
Tiare,Tiare
Teuthranie,Teuthranie
Haliserne,Haliserne
Thymbre,Thymbre
Pergamus,Pergamus
Dardanum,Dardanum
Cataonia,Cataonia
Acamas,Acamas
Nea Paphos,Nea Paphos
Palaepaphos,Palaepaphos
Curias,Curias
Citium,Citium
Corinaeum,Corinaeum
Amathus,Amathus
Lapethos,Lapethos
Soloi,Soloi
Tamasos,Tamasos
Chytri,Chytri
Carpasium,Carpasium
Golgi,Golgi
Cinyria,Cinyria
Marium,Marium
Idalium,Idalium
Cleides,Cleides
Hierocepia,Hierocepia
Megista,Megista
Rhoge,Rhoge
Telandria,Telandria
Caunus,Caunus
Lindos,Lindos
Camirus,Camirus
Ialysus,Ialysus
Rhodos,Rhodos
Nisyros,Nisyros
Syme,Syme
Diabetae,Diabetae
Hymos,Hymos
Chalce,Chalce
Teutlusa,Teutlusa
Narthecusa,Narthecusa
Dimastos,Dimastos
Calydna,Calydna
Argiae,Argiae
Lepsia,Lepsia
Prion,Prion
Ceramicus,Ceramicus
Passala,Passala
Trageae,Trageae
Corseae,Corseae
Lade,Lade
Trogiliae,Trogiliae
Mycale,Mycale
Argennon,Argennon
Imbrasus,Imbrasus
Chesius,Chesius
Pelennaeus,Pelennaeus
Oenussa,Oenussa
Arginusa,Arginusa
Myonnesos,Myonnesos
Poroselene,Poroselene
Sidusa,Sidusa
Pyrrha,Pyrrha
Methymna,Methymna
Eresos,Eresos
Lepethymnus,Lepethymnus
Ordymnus,Ordymnus
Sandaleon,Sandaleon
Arginussae,Arginussae
Aege,Aege
Percote,Percote
Adrastia,Adrastia
Priapos,Priapos
Aesepus,Aesepus
Zelia,Zelia
Artace,Artace
Cyzicus,Cyzicus
Arctonnesos,Arctonnesos
Dindymus,Dindymus
Placia,Placia
Scylace,Scylace
Miletopolis,Miletopolis
Myrlea,Myrlea
Bryllion,Bryllion
Cius,Cius
Lectum,Lectum
Pisidia,Pisidia
Ancyra,Ancyra
Colossae,Colossae
Cotyaion,Cotyaion
Gordium,Gordium
Tavium,Tavium
Pessinus,Pessinus
Baris,Baris
Sangarius,Sangarius
Prusa,Prusa
Lake Ascanius,Lake Ascanius
Pythopolis,Pythopolis
Astacum,Astacum
Libyssa,Libyssa
Nicomedia,Nicomedia
Chalcedon,Chalcedon
Bithynion,Bithynion
Chrysopolis,Chrysopolis
Amycus,Amycus
Elaphonnesus,Elaphonnesus
Proconnesus,Proconnesus
Ophiussa,Ophiussa
Demonnesos,Demonnesos
Rhodussae,Rhodussae
Megale,Megale
Chalcitis,Chalcitis
west,west
east,east
Phasis,Phasis
Cimmerian Straits,Cimmerian Straits
Rhebas,Rhebas
Calpas,Calpas
Sagaris,Sagaris
Tium,Tium
Cromna,Cromna
Amastris,Amastris
Cytorus,Cytorus
Armene,Armene
Sinope,Sinope
Halys,Halys
Amisus,Amisus
Eupatoria,Eupatoria
Pompeiopolis,Pompeiopolis
Archelais,Archelais
Comana,Comana
Neocaesarea,Neocaesarea
Amasia,Amasia
Iris,Iris
Sebastopolis,Sebastopolis
Tyana,Tyana
Magnopolis,Magnopolis
Zela,Zela
Argaeus,Argaeus
Themiscyra,Themiscyra
Ziela,Ziela
Thermodon,Thermodon
Phanaroea,Phanaroea
Cotyorum,Cotyorum
Cerasus,Cerasus
Polemonium,Polemonium
Pharnacea,Pharnacea
Pharnacia,Pharnacia
Trapezus,Trapezus
fortress,fortress
Acampsis,Acampsis
Absarus,Absarus
Hyrcanian sea,Hyrcanian sea
Dioscurias,Dioscurias
Pityus,Pityus
Caspian sea,Caspian sea
Eion,Eion
Hermonassa,Hermonassa
Cepi,Cepi
Phanagoria,Phanagoria
Araxes,Araxes
Cyrus,Cyrus
Tigranocerta,Tigranocerta
Artaxata,Artaxata
Sopheni,Sopheni
Hyrcanian Sea,Hyrcanian Sea
Caspian Gates,Caspian Gates
Gaugamela,Gaugamela
Nisibis,Nisibis
Ninus,Ninus
Ecbatana,Ecbatana
Cordueni,Cordueni
Margiane,Margiane
Oxus,Oxus
Panda,Panda
Emaus,Emaus
Hydaspes,Hydaspes
Taprobane,Taprobane
Carmania,Carmania
Arachosia,Arachosia
Pasargadae,Pasargadae
Susiane,Susiane
Eulaeus,Eulaeus
Charax,Charax
Cane,Cane
Muziris,Muziris
Persis,Persis
Elymais,Elymais
Nisiaea,Nisiaea
Parthiene,Parthiene
Persepolis,Persepolis
Ctesiphon,Ctesiphon
Parthenias,Parthenias
Adiabeni,Adiabeni
Tylos,Tylos
Heroopolis,Heroopolis
Hegra,Hegra
city of Heroon,city of Heroon
Troglodytice,Troglodytice
Philotera,Philotera
Myoshormon,Myoshormon
Baragaza,Baragaza
Pselcis,Pselcis
Primis,Primis
Cambusis,Cambusis
Napata,Napata
Hiera Sycaminos,Hiera Sycaminos
Atlantis,Atlantis
Chelidonian,Chelidonian
Aria,Aria
Clupea,Clupea
Joppa,Joppa
Byblus,Byblus
Issus,Issus
Gythium,Gythium
Sardis,Sardis
Cassandria,Cassandria
Balearic Islands,Balearic Islands
Samothracia,Samothracia
Aenus,Aenus
Maedica,Maedica
Hispania,Hispania
Ceylon,Ceylon
Trebbia,Trebbia
Ticino,Ticino
Trasimeno,Trasimeno
Cannae,Cannae
Macedon,Macedon
Theatre,Theatre
dockyard,dockyard
senate-house,senate-house
Tarpeian Rock,Tarpeian Rock
Perugia,Perugia
Brescello,Brescello
Faventia,Faventia
Veleia,Veleia
Marseilles,Marseilles
Corfinium,Corfinium
Acropolis,Acropolis
Diospolis,Diospolis
Akragas,Akragas
Areopagus,Areopagus
Troy,Troy
Iolcus,Iolcus
Plataea,Plataea
Senate-house,Senate-house
Beaks,Beaks
Prison,Prison
Catania,Catania
Circus,Circus
Hyrcania,Hyrcania
Lycaean Zeus,Lycaean Zeus
Tentyrus,Tentyrus
Velitrae,Velitrae
Taranto,Taranto
Lanuvium,Lanuvium
Pordoselene,Pordoselene
Lebadeia,Lebadeia
Iviza,Iviza
Latmos,Latmos
Jaffa,Jaffa
Hippo Diarrhytus,Hippo Diarrhytus
Eleutherus,Eleutherus
Dnieper,Dnieper
Horn,Horn
Raetia,Raetia
Aquitaine,Aquitaine
Pantheon,Pantheon
Lake Lucrinus,Lake Lucrinus
Swallow Islands,Swallow Islands
Comitium,Comitium
Hister,Hister
Chalcidice,Chalcidice
Rimini,Rimini
Bizye,Bizye
Volaterrae,Volaterrae
Fidenae,Fidenae
Forum Boarium,Forum Boarium
Rostra,Rostra
Bedriacum,Bedriacum
Hybla,Hybla
Cyrenae,Cyrenae
Cephallania,Cephallania
Reggio,Reggio
Olynthus,Olynthus
Spoleto,Spoleto
Thames,Thames
Chersonese,Chersonese
Nemausus,Nemausus
Lesura,Lesura
Gabalicum,Gabalicum
Sarsina,Sarsina
Treviri,Treviri
Diomede,Diomede
Gortyn,Gortyn
Cave-dwellers' Country,Cave-dwellers' Country
Palestine,Palestine
Thebaid,Thebaid
Lebanon,Lebanon
Gabala,Gabala
Marathus,Marathus
Parapotamia,Parapotamia
Praeneste,Praeneste
Adramytteum,Adramytteum
Salerno,Salerno
Jericho,Jericho
Phasaelis,Phasaelis
shrine,shrine
Janiculan,Janiculan
Long Walls,Long Walls
Sorrento,Sorrento
Tarracina,Tarracina
Florentia,Florentia
Arezzo,Arezzo
Amiternum,Amiternum
Clusium,Clusium
Tivoli,Tivoli
Aegialus,Aegialus
Forum Appii,Forum Appii
Fundi,Fundi
Volturnus,Volturnus
Signia,Signia
Genoa,Genoa
Cosenza,Cosenza
Tempsa,Tempsa
Bari,Bari
Grumentum,Grumentum
Tarragon,Tarragon
Lauron,Lauron
Telmesus,Telmesus
Tripoli,Tripoli
Beyrout,Beyrout
Sebennys,Sebennys
Padua,Padua
Samnium,Samnium
Colline gate,Colline gate
Flaminian road,Flaminian road
Aventine,Aventine
Fidena,Fidena
Elephantine,Elephantine
Panticapaeum,Panticapaeum
Cimmerian Bosphorus,Cimmerian Bosphorus
Aenia,Aenia
amphitheatre,amphitheatre
Voting-booths,Voting-booths
obelisk,obelisk
Antandrus,Antandrus
Viminal,Viminal
Segesta,Segesta
Porta Trigemina,Porta Trigemina
Selinunte,Selinunte
Leontini,Leontini
Nursia,Nursia
Algidus,Algidus
Amiturnum,Amiturnum
Cerinthus,Cerinthus
Lindus,Lindus
Roman Forum,Roman Forum
Cartagena,Cartagena
Mytilene,Mytilene
Lixus,Lixus
Durocortorum,Durocortorum
Amiternae,Amiternae
Heraclium,Heraclium
Athamania,Athamania
Antioch,Antioch
Centuripa,Centuripa
Nabataea,Nabataea
Iguvium,Iguvium
Flaminian way,Flaminian way
Crustumium,Crustumium
Nisyrus,Nisyrus
Dicte,Dicte
Pyra,Pyra
Mount Lykaion,Mount Lykaion
Orchomenos,Orchomenos
Telethrius,Telethrius
Cures,Cures
Arretium,Arretium
Satyrion,Satyrion
pillars of Hercules,pillars of Hercules
Jerusalem,Jerusalem
Taposiris,Taposiris
Medion,Medion
Tarpeian Hill,Tarpeian Hill
Appian Way,Appian Way
island,island
Dardanus,Dardanus
Baliaric,Baliaric
Sextiae,Sextiae
Hestiaeotis,Hestiaeotis
Lusi,Lusi
Mattiaion,Mattiaion
Eurymenae,Eurymenae
Aqua Marcia,Aqua Marcia
Fucine lake,Fucine lake
Tibur,Tibur
Aqua Virgo,Aqua Virgo
Enneacrunos,Enneacrunos
Narnia,Narnia
Gela,Gela
Pagasae,Pagasae
Centuripae,Centuripae
Delmatia,Delmatia
Clitae,Clitae
Antiphellus,Antiphellus
Helorus,Helorus
Hieropolis,Hieropolis
Grynium,Grynium
Histria,Histria
Salonae,Salonae
Volsinii,Volsinii
theatre of Pompey,theatre of Pompey
Golden Palace,Golden Palace
Callaecia,Callaecia
Flaminian circus,Flaminian circus
temple of Vesta,temple of Vesta
temple of the Castors,temple of the Castors
Anagnia,Anagnia
works,works
Campus Martius,Campus Martius
Temple of Artemis,Temple of Artemis
Parthenon,Parthenon
temple of Today's Fortune,temple of Today's Fortune
Lysimachea,Lysimachea
Circus Maximus,Circus Maximus
Warm Baths,Warm Baths
oracular shrine,oracular shrine
Temple of Felicitas,Temple of Felicitas
Temple of Concord,Temple of Concord
harbour,harbour
Didyma,Didyma
temple of Concord,temple of Concord
Athene,Athene
Temple of Peace,Temple of Peace
Golden Mansion,Golden Mansion
Elba,Elba
Tarragona,Tarragona
Alesia,Alesia
Bordeaux,Bordeaux
Basilica Aemilia,Basilica Aemilia
hot baths,hot baths
curia,curia
Painted Portico,Painted Portico
propylon,propylon
Porticoes,Porticoes
Golden House,Golden House
Octavia's Buildings,Octavia's Buildings
Shrine,Shrine
Asti,Asti
Cassandreae,Cassandreae
Pitana,Pitana
Mevania,Mevania
Stromboli,Stromboli
Bubo,Bubo
Tymphaea,Tymphaea
statue,statue
Cerameicus,Cerameicus
Octavia's Rooms,Octavia's Rooms
Portico of Octavia,Portico of Octavia
Circus Flaminius,Circus Flaminius
Hall of Octavia,Hall of Octavia
Voting Enclosure,Voting Enclosure
Mausoleum,Mausoleum
Propylaion,Propylaion
Portico,Portico
arch,arch
palace,palace
Pompeium,Pompeium
Caelian,Caelian
theatre,theatre
one,one
Campus,Campus
pavement,pavement
pyramids,pyramids
labyrinth,labyrinth
pyramid,pyramid
labyrinths,labyrinths
Heracleopolis,Heracleopolis
Heptaphonon,Heptaphonon
Sublician Bridge,Sublician Bridge
Basilica of Paulus,Basilica of Paulus
Ballot Office,Ballot Office
sewers,sewers
Pompey's theatre,Pompey's theatre
Aqua Appia,Aqua Appia
Tepula,Tepula
Anio Novus,Anio Novus
Fucine Lake,Fucine Lake
Boebe,Boebe
Hyettus,Hyettus
Syros,Syros
Cora,Cora
Taphiusa,Taphiusa
Perrhaebia,Perrhaebia
Intercatia,Intercatia
Thoricus,Thoricus
Alabastrum,Alabastrum
Amisos,Amisos
Trachis,Trachis
Ebro,Ebro
Atarneus,Atarneus
